userid,username,firstname,lastname,city,state,email,phone,likesports,liketheatre,likeconcerts,likejazz,likeclassical,likeopera,likerock,likevegas,likebroadway,likemusicals
48377,MYV30DUB,Dennis,Hughes,Cody,NM,magna@nulla.com,(682) 353-5365,,,,,,False,False,,False,
48378,AHO38YVE,Kirestin,Goff,Greenfield,AB,tincidunt.Donec@portaelita.ca,(955) 427-5158,True,False,,,True,,True,False,False,
48379,MQX98RLZ,Chanda,Gallegos,Murrieta,YT,vehicula@cursus.org,(230) 528-3538,False,,,,,True,,,False,
48380,RRI29CNM,Inga,Frost,Beacon,MB,Donec.luctus.aliquet@Proineget.com,(553) 204-3718,,True,True,False,,False,,False,True,
48381,LAQ60DBV,Fatima,Thompson,Tucson,MI,id.ante@Sedauctor.com,(579) 821-3502,True,,,,False,,,,True,
48382,JBI13MMX,Kirestin,Poole,Torrington,MA,tristique.aliquet.Phasellus@sitametante.edu,(854) 681-0609,,True,,,,False,False,,True,True
48383,VIK41OOW,Lance,Huber,Salinas,OK,cursus.luctus@et.edu,(346) 407-4654,,True,True,,False,True,False,,False,
48384,TSI17CQL,Mark,Bonner,Taylorsville,LA,Proin@nonmassa.com,(461) 966-2226,False,,False,,,,,,True,False
48385,YOJ82ZEL,Daria,Sparks,Watertown,MB,sem.semper@sagittis.edu,(774) 191-0196,,True,,True,,,True,,True,
48386,IVH37LKY,Hayley,Alexander,Ardmore,NH,elementum@maurissapien.org,(931) 229-5562,True,True,False,,,,,False,False,True
48387,KDS53QDZ,Dolan,Gutierrez,Oak Ridge,PE,fringilla.mi@egetmagna.edu,(623) 832-6511,,,,,False,False,,True,,
48388,PKU37ACH,Brock,Evans,North Chicago,QC,risus@justoeuarcu.edu,(768) 264-7177,,True,True,True,False,,True,False,False,
48389,ECB37MCZ,Declan,Stokes,Gainesville,NT,ac.urna@Namporttitor.ca,(440) 840-3598,,,,False,True,,,,True,
48390,GSN01OLS,Kameko,Flores,Rohnert Park,IA,pede.nec.ante@cursusdiamat.edu,(754) 990-1860,,True,,,True,,,,,False
48391,UNQ64QWI,Dillon,Vazquez,Great Falls,NT,mattis@Aliquamornarelibero.com,(504) 848-0791,,,True,,True,,,,,
48392,VLZ68WTO,Regina,Stone,Colorado Springs,SK,porttitor.scelerisque@tinciduntvehicularisus.ca,(862) 278-5808,,True,,,,,,True,,False
48393,KMI51FDB,Darrel,Baker,Forest Lake,OR,Donec.feugiat@duiSuspendisse.edu,(692) 800-4820,False,,,False,,,True,False,,False
48394,TWP69QCS,Sharon,Buckner,Franklin,BC,Donec.porttitor.tellus@etmagnis.ca,(959) 649-1692,False,,False,True,,False,,False,False,True
48395,IHR97PBI,Lesley,Greer,Statesboro,SK,dolor.Quisque.tincidunt@facilisiseget.ca,(666) 910-7300,,,,,,False,False,False,,True
48396,UIP75QMX,Mannix,Mathews,Agawam,NL,sed.pede.Cum@quamPellentesque.org,(944) 206-7389,True,,True,False,True,True,,,True,True
48397,PDD71UPM,Madison,Leblanc,Laguna Beach,IN,purus.mauris.a@mollisdui.ca,(444) 149-2288,,,,,False,,,False,,
48398,YNR09RFF,Lane,Blevins,Carson,BC,dui.nec.tempus@anteipsum.org,(239) 375-2098,,True,True,False,False,,,,,
48399,SOV03JGL,Farrah,Brewer,Nampa,NS,mus.Aenean@necurnaet.org,(717) 743-8464,,,,False,,True,False,False,,
48400,MGL16UAC,Janna,Howell,Rolling Hills Estates,AB,venenatis.a@Aliquamornare.edu,(637) 301-1129,,,False,,,,True,False,,
48401,DVK38ONZ,Paula,Hughes,City of Industry,UT,nisi@nonloremvitae.edu,(871) 837-7522,False,False,True,False,True,True,,,,
48402,ABG84ANZ,Daniel,Rhodes,West Palm Beach,DE,lectus.sit@aliquetsem.edu,(269) 185-5066,,,,,False,True,,True,False,False
48403,IQY35NXP,Candice,Mcdaniel,Auburn Hills,IN,amet@metussit.ca,(445) 285-8639,,,True,True,,,False,True,,
48404,SOR84ESC,Justina,Noble,Peru,WI,Donec@Sedet.com,(994) 389-2815,False,,,,True,True,,True,,False
48405,DMW43VRE,Zia,Durham,Belleville,NE,nisl@faucibusorci.org,(480) 125-6878,,False,,False,,,,False,False,False
48406,UIG85VMK,Leroy,Gillespie,Salinas,KS,placerat.eget.venenatis@Donecatarcu.ca,(353) 772-7081,,False,False,,True,True,,,False,
48407,KQY13EXJ,acqueline,Barrett,Suffolk,WI,blandit@eleifend.edu,(806) 455-6827,False,True,,False,,,False,False,True,True
48408,SRN12CTB,Garrett,Key,Tuscaloosa,NB,risus@Cras.edu,(502) 694-3232,,True,,True,False,,,,False,True
48409,WNE45PUT,Yasir,Aguirre,Normal,NB,Quisque@lobortisquispede.ca,(711) 561-5199,True,,,False,True,,True,,,True
48410,ACB47FBW,Chelsea,Avery,Milford,TX,erat@atpede.edu,(142) 232-5328,,,,,True,,False,,,True
48411,XBT04YPT,Carla,Hayes,Anaheim,NB,tellus.non@vulputatedui.ca,(524) 996-3601,,,,,,,False,False,False,True
48412,VDJ80ADS,Barbara,Gentry,Williamsport,ON,id.ante.Nunc@mollisvitaeposuere.com,(565) 939-8482,,,False,,,,True,,,
48413,VWE82CRQ,Xanthus,Stuart,Springfield,QC,tortor.dictum.eu@duinec.ca,(751) 758-1424,False,False,,,,False,True,,,
48414,TRF51CPR,Elvis,Best,Hastings,KY,consequat@Nullamfeugiatplacerat.edu,(248) 543-9360,,,,,False,False,False,,False,
48415,GSS71CQL,Rashad,Navarro,Vail,NU,tortor.Nunc@quamdignissim.org,(415) 778-0550,,,,,False,,True,False,,False
48416,RCN38IJI,Tashya,Holmes,Bandera,NL,Etiam.laoreet@vel.com,(198) 965-8802,,True,,True,,,,True,True,False
48417,ROW51LMA,Jada,Parrish,Sunbury,NH,mauris@imperdietnec.com,(774) 892-4780,,True,,,,True,,False,False,
48418,AXU88AHP,Rosalyn,Gonzalez,Valparaiso,CA,diam.vel@ametdapibusid.com,(918) 819-5389,,,False,False,True,,,True,False,
48419,HLA16YSZ,Remedios,Mooney,Johnstown,NH,felis.ullamcorper.viverra@non.com,(878) 622-2025,,False,,,,,,False,,
48420,QVN20VMB,Amery,Berg,Juneau,NS,mi.Duis.risus@Nunclectuspede.org,(340) 269-8725,False,True,,,False,False,True,,False,
48421,LPQ52QKA,Victoria,Walton,Tampa,CO,mattis.Cras@ornare.com,(914) 203-5828,False,False,True,,False,,,,False,
48422,KMS55BDK,Ezra,Wall,Galveston,FL,interdum.libero@semmollis.edu,(483) 186-2346,False,,True,,,False,True,,True,
48423,FGK21ALM,Idola,Briggs,Chandler,BC,dictum.eu@feugiatnonlobortis.org,(171) 560-6295,True,False,True,,,,True,False,,
48424,XBD36FBX,Bethany,Mcgowan,La Habra,AB,quam.vel@Etiam.org,(651) 248-0828,,,,False,True,False,False,False,,False
48425,IMG59AOU,Dorian,Howe,Whittier,NS,sed.est.Nunc@Proin.org,(994) 266-6704,,,,,True,,,,False,
48426,CHD29UZT,Sophia,Hartman,Kalamazoo,DC,consequat.enim@PhasellusnullaInteger.com,(655) 570-5707,,,,False,,False,,,,False
48427,LKY91ANX,Avram,England,Westminster,PE,sapien.imperdiet@enimconsequat.com,(668) 115-0068,False,,,True,,,False,False,,True
48428,TFS73GWJ,Tamekah,Prince,East Rutherford,AZ,Morbi.sit.amet@afeugiattellus.edu,(480) 772-3165,,False,,,False,True,,,,False
48429,STE44KUP,Angelica,Frazier,Effingham,NS,Nulla.eu.neque@fames.org,(833) 750-0503,,,True,False,,True,,True,False,
48430,XKW59XPO,Zachary,Whitley,Ashland,MB,Donec.porttitor@eget.ca,(304) 936-6356,,True,,True,,False,,True,,False
48431,ZVP81HNN,Shellie,Callahan,Warner Robins,NC,Vestibulum.ante.ipsum@vulputatevelit.com,(860) 267-8294,,True,,True,True,True,True,,,True
48432,OGU79NOE,Kamal,Barnett,Christiansted,ON,malesuada.fames@mi.org,(617) 193-3770,,False,,True,False,,True,False,,False
48433,KSU56DVK,Seth,Vinson,Pasco,NL,Integer.aliquam@malesuadafringillaest.ca,(360) 265-9997,,,True,True,,,,,,
48434,FTB33OGH,Jeanette,William,Saint Cloud,CT,lacinia@Namconsequatdolor.com,(287) 297-3582,False,,True,,,,,True,True,False
48435,XPZ15UMC,Lilah,Rivers,Prescott,NT,orci.Phasellus@mollisduiin.edu,(970) 712-5712,,,,,True,False,,,False,
48436,FCB92HNX,Jolie,Rollins,Gold Beach,YT,risus.quis@uterosnon.edu,(535) 864-2225,,False,True,False,False,,,False,,False
48437,YIY79IAF,Madaline,Mccall,St. Petersburg,LA,dolor@purusmauris.com,(494) 694-1376,,False,,,True,True,False,,,True
48438,IUG97SDC,Kaden,Rice,Jenks,ON,augue.eu@rutrummagnaCras.ca,(608) 481-7946,,True,False,,,True,,False,True,
48439,JBM79PLW,Ashton,Beasley,Pascagoula,NL,ipsum.porta.elit@ipsumnon.ca,(185) 926-9236,,,False,,,,,,,
48440,UGL74CRR,Iona,Gillespie,Villa Park,NT,Aliquam.vulputate.ullamcorper@Morbiaccumsan.com,(695) 548-5783,,,True,,,False,,False,,True
48441,WXH33CYC,Whoopi,Farmer,Eatontown,MD,ut.quam.vel@mauriseu.ca,(997) 419-0132,,False,,,,True,,,,
48442,TCX12XFI,Cyrus,Kelly,Hartland,NB,Aliquam.nec@justonec.org,(122) 733-0278,,True,True,True,,,,True,,True
48443,LZZ12IFO,Aurelia,Barrett,Westlake Village,AB,Mauris.nulla.Integer@fringilla.com,(368) 798-5709,,,True,,,False,,False,True,False
48444,HKZ03WPA,Upton,Levy,Kona,WA,Suspendisse.sed@eleifendnon.com,(871) 285-8948,,,,,False,,,False,False,
48445,JTC46RIQ,Audra,Burton,Highland Park,HI,eleifend@tellus.edu,(693) 595-4428,,,True,,,,False,,False,True
48446,BMF64UAX,Andrew,Sweeney,Henderson,CO,sem.mollis.dui@faucibusorci.ca,(989) 862-2597,,True,,False,True,,,True,,False
48447,JJX19ELO,Bianca,Colon,Pasco,SK,elit.pellentesque.a@malesuadaInteger.ca,(431) 746-7281,False,,False,False,False,,False,True,False,
48448,KQU10JWH,Connor,Abbott,Baldwin Park,AB,vel.vulputate.eu@sed.com,(976) 269-8368,False,,,,True,,True,True,False,
48449,AAX26UBC,Jameson,Watson,Riverside,PE,montes.nascetur.ridiculus@Proineget.ca,(173) 741-6917,,,,,,,,True,False,
48450,GVH02KRE,Kane,Hinton,Grand Junction,GA,Fusce@perconubia.com,(583) 306-0062,,True,False,,,True,True,,,
48451,GYU59LOA,Arsenio,Small,Camden,ON,Vivamus.nibh@id.edu,(557) 226-3071,,,False,,,,,,True,
48452,AXO11FOE,Victoria,Nash,Hackensack,BC,iaculis@elitpellentesque.com,(785) 991-2577,True,False,True,,,,,,True,False
48453,HRU26YMG,Pamela,Drake,Dalton,NB,ut.mi@ac.com,(396) 827-8673,,,True,False,False,False,True,,False,False
48454,QVT41NGU,Elmo,Miller,Davis,NL,mi@malesuada.org,(132) 319-6259,,,,False,False,False,False,,,False
48455,QWI99GNG,Sage,Kirk,Janesville,NS,faucibus.orci.luctus@utdolor.org,(515) 677-0425,False,True,,True,,,,False,False,
48456,WGO49INJ,Kellie,Brown,Fayetteville,QC,Phasellus.dolor@nonummyFuscefermentum.edu,(881) 304-1295,,True,False,False,False,,,,,False
48457,VSL07WEZ,Rhonda,Pate,Duarte,CA,sem.elit@nonummy.com,(168) 286-4484,,True,,,False,,False,False,,True
48458,ZEM10COM,Winifred,Acevedo,Redlands,IL,malesuada.vel@vestibulumnec.edu,(214) 217-8417,,,False,,False,,,,,True
48459,VDZ92TUU,Stella,Lewis,South Pasadena,ON,luctus.ipsum.leo@Fuscemollis.org,(250) 698-8924,False,True,,,,True,True,,False,
48460,NRS16NYN,Ora,Harrington,Hayward,NS,nunc@laciniaorci.edu,(705) 604-6940,,True,False,,True,,,True,False,
48461,ZLG65RIL,Beau,Harmon,Little Rock,BC,sociis.natoque.penatibus@Naminterdum.com,(403) 650-1163,,True,False,,False,False,,False,,
48462,OMY10ZGE,Meghan,Mclaughlin,Redondo Beach,WA,erat.in@tortor.edu,(228) 674-2184,,,,,,True,,True,True,True
48463,DWW76IAU,Callie,Knapp,Grand Junction,NU,metus.Aenean.sed@auctorullamcorper.edu,(729) 639-3973,False,,,False,False,False,False,True,False,True
48464,REX34VSL,Keiko,Acosta,Williston,NB,sapien.cursus.in@luctuset.ca,(374) 447-9059,True,,,,,True,False,,True,False
48465,ZIZ47RKU,Dean,Hart,Opelousas,AK,Aliquam@ac.ca,(315) 316-6933,,True,True,,,False,,True,False,False
48466,ICZ52QFD,Xenos,Manning,Nome,QC,parturient.montes@Aenean.ca,(483) 429-1861,False,False,,False,,True,,,,
48467,WAM22LKE,Anthony,Massey,Bell Gardens,MB,ullamcorper@mi.com,(662) 619-0235,,,True,,False,False,True,,False,False
48468,ZNL66KSY,Nomlanga,Farmer,Hopkinsville,OK,justo@magnisdis.org,(611) 678-6770,False,,True,False,False,False,False,True,True,False
48469,FRL74IME,Amanda,Kim,Rye,MT,eu.odio@Proinegetodio.org,(451) 525-4121,,,,,,,,True,False,False
48470,VKN36BVW,Gabriel,Wallace,Muncie,SK,Mauris.nulla.Integer@Maurisvelturpis.ca,(150) 886-6540,,False,,,,True,False,False,True,True
48471,WEO70FKQ,Mariko,Howard,Ann Arbor,IA,ornare.sagittis@diam.com,(554) 415-3512,,,False,,,False,,False,,
48472,QRJ07YKH,Bethany,Mendoza,Juneau,OH,dapibus.id.blandit@dictum.org,(154) 293-9180,,False,True,,False,False,False,,False,
48473,IXC48MLA,Gannon,Jennings,Compton,BC,cursus@leoCrasvehicula.edu,(667) 962-0512,,True,,,True,False,False,,True,True
48474,IHT29YJM,Bruce,Middleton,Logan,AB,Donec.egestas.Duis@vel.ca,(127) 218-1479,,,False,,True,False,True,True,,
48475,BGN14IJW,Briar,Ferrell,Warner Robins,SK,et.malesuada@ultricesDuis.ca,(444) 602-3623,False,True,False,True,,,True,,False,
48476,KPF06LJI,Mari,Ochoa,Wynne,AZ,tellus@ut.org,(597) 674-1021,,False,False,True,False,True,True,False,,
48477,LYO07ZFU,Daryl,Hayes,Watervliet,WY,enim.Etiam@eget.org,(832) 639-2321,,,False,True,True,,,True,True,False
48478,NCR04PIU,Steel,Ingram,Cruz Bay,AZ,pharetra.Nam@etultricesposuere.org,(519) 421-9805,,False,,False,True,False,True,False,False,
48479,XNF27JEQ,Hunter,Pena,Christiansted,RI,massa@anuncIn.com,(842) 902-6299,,,,False,False,True,,False,True,False
48480,IKI24OWS,Kamal,Ruiz,Guthrie,NY,consequat@liberoProin.edu,(110) 827-4449,,True,False,,,,True,True,False,True
48481,OYP42JWR,Ronan,Rojas,Bowling Green,AZ,ipsum@convallis.ca,(330) 699-5740,,,True,,,False,,,,False
48482,YAG59DDS,Lila,Burt,Duncan,ND,magnis@Morbivehicula.com,(700) 317-6393,,,False,,False,,True,True,,
48483,VIX05QSY,Kylynn,Baird,Williamsport,ON,Nullam.ut.nisi@orci.ca,(840) 817-4115,,True,,False,,,False,,False,
48484,BQP88JIZ,Kay,Strickland,Huntington,NS,Suspendisse.sagittis@lectuspede.ca,(691) 866-0323,,,,True,False,,True,,,
48485,OAO46FMB,Iris,Rollins,Marquette,DC,erat.Vivamus@Maecenasmalesuada.ca,(563) 740-2641,True,False,,True,False,,,True,False,
48486,RZC44CQE,Kenneth,Raymond,Two Rivers,MA,id.blandit.at@lectus.edu,(744) 779-4687,,True,False,False,False,,True,,,False
48487,CKR81PIX,Hayden,Barrera,Thiensville,MI,arcu.Nunc@dignissimMaecenas.ca,(169) 536-7881,False,,,,,False,True,False,,True
48488,JJZ87RRO,Judah,Snider,Fitchburg,NU,quam.vel@nislNullaeu.org,(942) 112-0443,,False,False,,True,,,True,False,
48489,GQO37TJF,Clark,Riggs,Hattiesburg,MT,gravida@quis.com,(176) 299-6450,False,,False,,,True,,False,,
48490,TZO99NPJ,Anastasia,Mejia,Annapolis,SK,orci@mattissemper.com,(781) 484-9986,,,,True,,True,False,False,False,False
48491,YMO23AEJ,Susan,Scott,Monterey Park,ID,enim.Etiam.imperdiet@purusmaurisa.org,(471) 945-7640,,False,,,,,False,True,,True
48492,DLS09GWN,Nyssa,Suarez,Raleigh,NU,quam.quis.diam@Quisquevarius.com,(866) 861-5512,,True,,False,,,,,,
48493,PBF46JAG,Kylynn,Foley,Lubbock,NL,in.felis.Nulla@nonmassanon.org,(107) 917-2190,,True,,,,,False,,,
48494,DOM06HHT,Chanda,Frazier,Douglas,VA,non.lobortis@Nulla.ca,(503) 503-7868,,True,,,,True,True,,,False
48495,VTU37ECP,Raven,Velazquez,Waterbury,UT,a@libero.edu,(648) 143-3787,,,True,,False,True,,,True,
48496,GXS33BTE,Tatiana,Jacobson,North Las Vegas,AK,feugiat@urnaconvalliserat.ca,(469) 997-2149,False,False,True,,,True,,True,False,
48497,VVQ77JBY,Quyn,Woodard,Miami,BC,sed@id.edu,(118) 836-3847,,True,,,True,,True,,,
48498,HKG17XNP,Erin,Franklin,Nenana,NT,eget@orci.org,(611) 717-9111,,True,True,False,,,,,False,False
48499,XBN61HNJ,Hu,Murphy,Salem,CA,Etiam.bibendum.fermentum@sem.org,(331) 184-3405,,,,,True,,False,,,True
48500,SDV89GCI,Drew,Page,North Tonawanda,DC,lorem.luctus@egetvarius.ca,(441) 104-2346,,,,,,False,,,,False
48501,ZDJ91VGN,Eliana,Sullivan,Naperville,IL,in.consequat@ornareelitelit.org,(437) 568-6422,,,,False,False,,True,,False,True
48502,QFK18HSG,Libby,Wall,Hanahan,CO,torquent@iaculislacuspede.org,(989) 444-7449,,True,False,False,False,,True,True,True,
48503,NJJ97URG,Colin,Oneal,Missoula,NL,vitae.orci.Phasellus@laciniaat.org,(209) 264-7223,True,,True,True,,,,False,False,False
48504,NXB75OMU,Risa,Strong,Mason City,RI,in.lobortis@Curabiturut.edu,(753) 598-3146,,True,False,,,,,,True,
48505,SAD19ZMB,Hiram,Clark,Bay St. Louis,ME,Donec.egestas@nisinibh.org,(669) 410-7167,True,True,True,False,True,,True,False,,
48506,SVR09RWD,Griffin,Nielsen,Saint Louis,QC,consequat.lectus@Morbinequetellus.edu,(694) 382-9320,True,,False,,,,True,True,,True
48507,GXC57IOC,Lysandra,Mercado,Nanticoke,ME,Duis@ridiculus.ca,(633) 899-4940,False,False,True,,False,,False,,False,True
48508,AZZ89XIV,Fuller,Hammond,Parkersburg,NL,vestibulum.Mauris@fringillacursuspurus.ca,(680) 854-0413,,,,True,True,False,,True,,False
48509,MNG30SIO,Shannon,Paul,New Brunswick,CT,facilisis.non@aliquamadipiscing.edu,(499) 836-6095,False,,,,True,,False,,True,True
48510,BXY82PNI,Juliet,Barry,Atwater,ON,Nullam.feugiat.placerat@nonnisi.edu,(403) 858-9476,,,,,True,,,,,
48511,CMW90TWO,Keelie,Hull,Vallejo,NB,ante.Nunc.mauris@nonenimMauris.org,(695) 526-6613,,True,,,,False,,,,
48512,RAO12FUZ,Giselle,Carr,Broken Arrow,NM,Integer.aliquam@nuncinterdum.com,(759) 857-2512,,True,,True,False,,,True,False,
48513,WBW76QYD,Remedios,Davenport,Roseville,SK,feugiat.nec@aliquet.edu,(262) 289-9551,,,True,,True,True,False,,,True
48514,NIW71URU,Hayfa,Sanchez,Sierra Vista,TN,malesuada@Pellentesqueultricies.edu,(510) 291-2255,False,,False,False,,,,False,True,True
48515,FYZ38EPC,Olivia,Chang,Agoura Hills,SK,et.malesuada.fames@congueturpisIn.org,(998) 109-9466,,,,True,,,,,,True
48516,CXT09TCK,Hollee,Ramsey,Oklahoma City,NJ,netus.et@Maurismolestiepharetra.org,(177) 319-7338,,,,False,False,False,,,,False
48517,DRU47UDD,Bevis,Avery,Lakewood,WY,eu@arcuimperdietullamcorper.edu,(511) 726-8898,False,,,True,,True,,False,True,
48518,AMA77RPP,Maris,Knight,Hudson,NV,Fusce.dolor@sit.org,(683) 589-1266,True,,,,,True,False,False,,
48519,MCE09DEF,Sage,Shepard,Saint Louis,MT,gravida@ullamcorperviverra.edu,(925) 797-3082,,,False,True,True,False,,,,False
48520,VZV59NYZ,Hilda,Cline,Fulton,VT,faucibus.id.libero@ac.org,(872) 305-5373,,,True,,True,False,True,True,,True
48521,BOE35RWY,Ima,Dickson,Wilmington,MI,mauris@cursusetmagna.ca,(837) 125-0091,False,,True,False,False,True,False,True,,
48522,OSY59MPY,Haviva,Roman,Rawlins,NB,ante@risus.edu,(817) 768-5413,,False,,False,,False,,,False,True
48523,DRG83CLV,Clinton,Rodriquez,Nome,NS,blandit.enim.consequat@ametrisus.edu,(161) 290-4556,,False,False,,,True,,True,False,
48524,NCD70DEP,Michael,Simpson,Rockville,ND,tristique@ligulaNullamenim.org,(814) 430-2286,False,False,True,,,False,True,True,True,
48525,KKY87ABB,Sopoline,Richards,Sault Ste. Marie,WI,commodo.at.libero@nonleo.ca,(179) 335-1047,,True,True,False,True,False,True,,True,
48526,OBP84CYN,Leandra,Newman,Sedalia,SD,ornare.elit@ligula.ca,(617) 175-0025,,,True,True,,False,False,False,,False
48527,IST34GJL,Jamalia,Walsh,Port Orford,NL,lacus.Quisque.purus@NullamnislMaecenas.ca,(154) 227-7494,True,True,,True,False,,True,,False,False
48528,COW27RAF,Lysandra,King,Claremont,KS,sagittis.lobortis@egetipsumDonec.edu,(474) 650-9159,,True,,False,False,True,False,False,True,
48529,BED77EQW,Odysseus,Mcgowan,Appleton,OH,convallis.convallis@turpis.com,(932) 704-4100,False,True,True,,,,True,,False,
48530,FPK96VLV,Tanner,Lloyd,Joliet,ON,ligula.Nullam@hendreritDonecporttitor.edu,(130) 588-6959,,False,,True,,,True,False,,False
48531,TYL27GXT,Shannon,Snyder,West Palm Beach,AK,mauris.sit.amet@Donec.ca,(569) 217-1117,True,True,False,,,False,True,False,False,
48532,PTN88GZZ,Hedda,Randolph,Port Arthur,SK,quam.quis.diam@eratEtiamvestibulum.org,(102) 378-1162,,True,True,True,False,,,False,True,
48533,VDT08PFY,Cleo,Ingram,Columbia,NL,libero@Morbinequetellus.org,(831) 358-2569,,True,True,,True,True,,False,True,
48534,TKU09QHM,Destiny,Evans,Charleston,CA,vel@congueturpis.edu,(245) 944-8537,False,,True,,,,,False,,
48535,GMS19DZN,Julian,Reilly,Chesapeake,NS,Integer@libero.org,(657) 369-7909,,,,,True,,,,,
48536,CTN33LCI,Keelie,Allison,Guthrie,FL,eu.ultrices.sit@at.ca,(259) 362-5140,,,,,True,False,,,,
48537,OQZ82GKK,Martha,Houston,San Jose,NV,consectetuer.adipiscing@disparturient.org,(330) 577-5909,,False,,,,,True,,True,False
48538,YGI40CAZ,Brynne,Whitney,Bloomington,MI,Sed@Nullamsuscipitest.com,(356) 534-7613,,True,True,True,True,True,,False,True,
48539,XQC49NDQ,Maxine,Jarvis,Corinth,AB,semper.egestas.urna@velvenenatisvel.edu,(768) 789-4280,,,,True,False,,True,False,,False
48540,MOD13BQR,Upton,Padilla,Arlington,MB,ante.Vivamus@rhoncus.org,(687) 435-2770,False,,True,,,False,,,False,
48541,AAH43VTC,Kristen,Reid,Saint Paul,NU,a.ultricies.adipiscing@ametconsectetuer.edu,(911) 347-5259,,,,,True,True,,False,,
48542,IEJ56DEY,Melodie,Castillo,Idaho Springs,DC,eget@Donecestmauris.ca,(788) 411-1125,,,,True,True,False,,,True,
48543,RHK14NHO,Noelani,Talley,Rolling Hills,MB,enim@Aliquam.ca,(158) 498-6246,False,False,,True,True,True,False,True,False,True
48544,CJO52JEM,Riley,Sharpe,Concord,QC,lectus@vitaeorci.com,(669) 343-1211,False,,True,True,,False,,,False,True
48545,QGW96GDY,Hedwig,Gates,Tustin,NB,turpis.Nulla.aliquet@rutrumurnanec.com,(901) 241-6077,,False,,False,,False,,False,False,False
48546,JSI51MFE,Claire,Thornton,Saipan,ID,eu@rutrum.ca,(717) 250-7682,,False,,False,,,True,False,,
48547,SIT89WQP,Noble,Stevens,Temecula,MO,auctor@varius.edu,(483) 468-1791,True,,False,False,False,,True,True,,False
48548,XQV32SNB,Macey,Ortega,Ashland,NU,per@mollisdui.org,(308) 995-5991,,,,True,True,True,,,,
48549,AEV01IOD,Damon,Orr,Wausau,NU,Nunc.ut.erat@dignissim.edu,(916) 727-9526,,False,False,,,False,,,True,True
48550,NXL21GGS,Ingrid,Underwood,International Falls,ON,lacinia.vitae.sodales@Integer.org,(466) 593-9915,False,False,,True,,True,False,,False,False
48551,SGV21EFC,Germaine,Riley,Prescott,NL,vel.sapien.imperdiet@penatibusetmagnis.ca,(364) 146-1914,,False,,,,,,,True,
48552,EAX24OKK,Orli,Silva,Villa Park,AK,est@magnaDuis.edu,(723) 526-4114,True,False,False,,,,False,,True,True
48553,MXY92PMJ,Phelan,Strong,Vallejo,MS,magnis.dis.parturient@mollislectus.org,(166) 557-5633,,,False,,False,,True,,True,
48554,WYG34AXD,Gay,Fields,Kenner,DE,Duis@mauris.com,(974) 621-8617,True,True,False,True,,,False,True,,
48555,PXZ21CDU,Dalton,Slater,Peru,MA,montes.nascetur.ridiculus@veliteusem.edu,(312) 265-7274,,,,,,,,,,
48556,PHL79ZMF,Ora,Stanton,Norfolk,UT,est@liberoProin.org,(718) 665-1954,,,False,,True,,True,,,True
48557,HTM93AAI,Kelsey,Irwin,Latrobe,MO,Mauris.ut@placeratCras.org,(946) 226-3379,,True,,False,,True,False,False,,True
48558,BAO22EQP,Tamara,Molina,Medford,NB,scelerisque@Donec.edu,(659) 520-2343,,,False,,False,False,,True,True,False
48559,NFA94CFV,Lacota,Macias,Shreveport,WI,vel.venenatis.vel@et.ca,(108) 537-1961,True,True,False,True,,,,False,True,
48560,ZMV58OSU,Cain,Schneider,Gastonia,SK,non.cursus@luctusfelis.ca,(493) 437-1660,,False,False,False,,,,True,True,
48561,KBZ73RXA,Hanna,Williamson,Bellflower,AZ,eget.tincidunt@vehicula.ca,(250) 755-3122,,,,False,True,,False,,False,True
48562,RJX48MTC,Quintessa,Barlow,Houston,OR,vel.vulputate@euodio.org,(318) 212-5520,,False,,True,False,False,True,True,False,False
48563,SWF89LLN,Malik,Kidd,Spartanburg,ID,turpis.Nulla.aliquet@dictum.com,(852) 948-7071,,False,True,False,,True,,True,,
48564,NPV40RGD,Hilel,Holt,Tallahassee,NS,arcu.et.pede@non.edu,(278) 287-6603,True,,,,True,,,True,,
48565,FZL38EBN,Dara,Hatfield,Dunkirk,IL,in@purus.edu,(691) 104-9789,,True,True,,,,,,False,False
